id,name,salidaId,salidaDate,salidaDateTime,distanceKm,createdAt
"1777569761937","Enric - Espai de Mar, Barceloneta","1777569753040","2026-05-02T10:00:00","2026-05-02T10:00:00","4","2026-04-30T17:22:41.937Z"
